domain	clickable_num	auto_type	type	css_selector	text	raw_html
badeparadies-schwarzwald.de	5	confirm preferences	confirm preferences	#CybotCookiebotDialog a	Allow selection	<a id="CybotCookiebotDialogBodyLevelButtonLevelOptinAllowallSelection" class="CybotCookiebotDialogBodyButton" href="#" tabindex="0" lang="de" style="width: 102px;">Auswahl erlauben</a>
badeparadies-schwarzwald.de	6	policy link	policy link	#CybotCookiebotDialog a	Cookies	<a id="CybotCookiebotDialogBodyLevelButtonLevelOptinAllowAll" class="CybotCookiebotDialogBodyButton" href="#" tabindex="0" lang="de" style="width: 102px;">Cookies zulassen</a>
badeparadies-schwarzwald.de	7	other	other	#CybotCookiebotDialog a	Show details	<a id="CybotCookiebotDialogBodyLevelDetailsButton" class="CybotCookiebotDialogBodyLink" href="#" tabindex="0" lang="de">Details zeigen</a>
badeparadies-schwarzwald.de	8	preference slider	preference slider	#CybotCookiebotDialog input[type="checkbox"]	Necessary	<input type="checkbox" id="CybotCookiebotDialogBodyLevelButtonNecessary" class="CybotCookiebotDialogBodyLevelButton CybotCookiebotDialogBodyLevelButtonDisabled" disabled="disabled" checked="checked">
badeparadies-schwarzwald.de	9	preference slider	preference slider	#CybotCookiebotDialog input[type="checkbox"]	preferences	<input type="checkbox" id="CybotCookiebotDialogBodyLevelButtonPreferences" class="CybotCookiebotDialogBodyLevelButton" checked="checked" tabindex="0">
badeparadies-schwarzwald.de	10	preference slider	preference slider	#CybotCookiebotDialog input[type="checkbox"]	statistics	<input type="checkbox" id="CybotCookiebotDialogBodyLevelButtonStatistics" class="CybotCookiebotDialogBodyLevelButton" checked="checked" tabindex="0">
badeparadies-schwarzwald.de	11	preference slider	preference slider	#CybotCookiebotDialog input[type="checkbox"]	Marketing	<input type="checkbox" id="CybotCookiebotDialogBodyLevelButtonMarketing" class="CybotCookiebotDialogBodyLevelButton" checked="checked" tabindex="0">
badeparadies-schwarzwald.de	12	duplicate	duplicate	#CybotCookiebotDialog [class*="Button"]	Use only necessary cookies	<a id="CybotCookiebotDialogBodyButtonDecline" class="CybotCookiebotDialogBodyButton" href="#" tabindex="0" lang="de">Nur notwendige Cookies verwenden</a>
badeparadies-schwarzwald.de	13	duplicate	duplicate	#CybotCookiebotDialog [class*="Button"]	Cookies	<a id="CybotCookiebotDialogBodyButtonAccept" class="CybotCookiebotDialogBodyButton" href="#" tabindex="0" lang="de" style="margin-left: 2px;">Cookies zulassen</a>
badeparadies-schwarzwald.de	14	duplicate	duplicate	#CybotCookiebotDialog [class*="Button"]	Use only necessary cookies	<a id="CybotCookiebotDialogBodyLevelButtonLevelOptinDeclineAll" class="CybotCookiebotDialogBodyButton" href="#" tabindex="0" lang="de" style="display: none;">Nur notwendige Cookies verwenden</a>
badeparadies-schwarzwald.de	15	duplicate	duplicate	#CybotCookiebotDialog [class*="Button"]	Allow selection	<a id="CybotCookiebotDialogBodyLevelButtonLevelOptinAllowallSelection" class="CybotCookiebotDialogBodyButton" href="#" tabindex="0" lang="de" style="width: 102px;">Auswahl erlauben</a>
badeparadies-schwarzwald.de	16	duplicate	duplicate	#CybotCookiebotDialog [class*="Button"]	Cookies	<a id="CybotCookiebotDialogBodyLevelButtonLevelOptinAllowAll" class="CybotCookiebotDialogBodyButton" href="#" tabindex="0" lang="de" style="width: 102px;">Cookies zulassen</a>
badeparadies-schwarzwald.de	17	preference slider	preference slider	#CybotCookiebotDialog [class*="Button"]	Necessary	<div class="CybotCookiebotDialogBodyLevelButtonWrapper" title="Pflichtfeld - kann nicht abgewählt werden. Notwendige Cookies helfen dabei, eine Webseite nutzbar zu machen, indem sie Grundfunktionen wie Seitennavigation und Zugriff auf sichere Bereiche der Webseite ermöglichen. Die Webseite kann ohne diese Cookies nicht richtig funktionieren. "><input type="checkbox" id="CybotCookiebotDialogBodyLevelButtonNecessary" class="CybotCookiebotDialogBodyLevelButton CybotCookiebotDialogBodyLevelButtonDisabled" disabled="disabled" checked="checked"><label for="CybotCookiebotDialogBodyLevelButtonNecessary">Notwendig</label></div>
badeparadies-schwarzwald.de	18	duplicate	duplicate	#CybotCookiebotDialog [class*="Button"]	Necessary	<input type="checkbox" id="CybotCookiebotDialogBodyLevelButtonNecessary" class="CybotCookiebotDialogBodyLevelButton CybotCookiebotDialogBodyLevelButtonDisabled" disabled="disabled" checked="checked">
badeparadies-schwarzwald.de	19	preference slider	preference slider	#CybotCookiebotDialog [class*="Button"]	preferences	<div class="CybotCookiebotDialogBodyLevelButtonWrapper" title="Präferenz-Cookies ermöglichen einer Webseite sich an Informationen zu erinnern, die die Art beeinflussen, wie sich eine Webseite verhält oder aussieht, wie z. B. Ihre bevorzugte Sprache oder die Region in der Sie sich befinden. "><input type="checkbox" id="CybotCookiebotDialogBodyLevelButtonPreferences" class="CybotCookiebotDialogBodyLevelButton" checked="checked" tabindex="0"><label for="CybotCookiebotDialogBodyLevelButtonPreferences">Präferenzen</label></div>
badeparadies-schwarzwald.de	20	duplicate	duplicate	#CybotCookiebotDialog [class*="Button"]	preferences	<input type="checkbox" id="CybotCookiebotDialogBodyLevelButtonPreferences" class="CybotCookiebotDialogBodyLevelButton" checked="checked" tabindex="0">
badeparadies-schwarzwald.de	21	preference slider	preference slider	#CybotCookiebotDialog [class*="Button"]	statistics	<div class="CybotCookiebotDialogBodyLevelButtonWrapper" title="Statistik-Cookies helfen Webseiten-Besitzern zu verstehen, wie Besucher mit Webseiten interagieren, indem Informationen anonym gesammelt und gemeldet werden. "><input type="checkbox" id="CybotCookiebotDialogBodyLevelButtonStatistics" class="CybotCookiebotDialogBodyLevelButton" checked="checked" tabindex="0"><label for="CybotCookiebotDialogBodyLevelButtonStatistics">Statistiken</label></div>
badeparadies-schwarzwald.de	22	duplicate	duplicate	#CybotCookiebotDialog [class*="Button"]	statistics	<input type="checkbox" id="CybotCookiebotDialogBodyLevelButtonStatistics" class="CybotCookiebotDialogBodyLevelButton" checked="checked" tabindex="0">
badeparadies-schwarzwald.de	23	preference slider	preference slider	#CybotCookiebotDialog [class*="Button"]	Marketing	<div class="CybotCookiebotDialogBodyLevelButtonWrapper" title="Marketing-Cookies werden verwendet, um Besuchern auf Webseiten zu folgen. Die Absicht ist, Anzeigen zu zeigen, die relevant und ansprechend für den einzelnen Benutzer sind und daher wertvoller für Publisher und werbetreibende Drittparteien sind. "><input type="checkbox" id="CybotCookiebotDialogBodyLevelButtonMarketing" class="CybotCookiebotDialogBodyLevelButton" checked="checked" tabindex="0"><label for="CybotCookiebotDialogBodyLevelButtonMarketing">Marketing</label></div>
badeparadies-schwarzwald.de	24	duplicate	duplicate	#CybotCookiebotDialog [class*="Button"]	Marketing	<input type="checkbox" id="CybotCookiebotDialogBodyLevelButtonMarketing" class="CybotCookiebotDialogBodyLevelButton" checked="checked" tabindex="0">
acteol.com	0	policy link	policy link	.alert-cookie a	how we use cookies	<a data-udi="umb://document/4e1d268f6b2544f28a18e9f48de521a7" href="/en-gb/legal-policy-notices/how-we-use-cookies/" title="How we use cookies">how we use cookies</a>
acteol.com	1	policy link	policy link	.alert-cookie a	privacy policy	<a data-udi="umb://document/4e1d268f6b2544f28a18e9f48de521a7" href="/en-gb/legal-policy-notices/how-we-use-cookies/" title="How we use cookies">privacy policy</a>
acteol.com	2	opt-in option	opt-in option	.alert-cookie a	OK, I agree	<a href="#" data-dismiss="alert" aria-label="Close" class="cookie agree">OK, I agree</a>
millbrook.co.uk	0	close option	close option	[role*="dialog"] button 	Cookie Control Close Icon	<button id="ccc-close" class="ccc-link ccc-tabbable " tabindex="0" aria-label="Close Cookie Control"><svg xmlns="http://www.w3.org/2000/svg" height="24" viewBox="0 0 24 24" width="24" aria-hidden="true"><title>Cookie Control Close Icon</title><path d="M19 6.41L17.59 5 12 10.59 6.41 5 5 6.41 10.59 12 5 17.59 6.41 19 12 13.41 17.59 19 19 17.59 13.41 12z"></path></svg></button>
millbrook.co.uk	1	opt-in option	opt-in option	[role*="dialog"] button 	I Accept	<button id="ccc-recommended-settings" class="ccc-notify-button ccc-link ccc-tabbable ccc-accept-button"><span>I Accept</span></button>
millbrook.co.uk	2	opt-out option	opt-out option	[role*="dialog"] button 	I Do Not Accept	<button id="ccc-reject-settings" class="ccc-notify-button ccc-link ccc-tabbable ccc-reject-button"><span>I Do Not Accept</span></button>
millbrook.co.uk	3	more options	more options	[role*="dialog"] a	About this tool(Opens in a new window)	<a id="ccc-info-link" class="ccc-link ccc-tabbable" href="https://www.civicuk.com/cookie-control" target="_blank" rel="noopener">About this tool<span class="ccc-svg-element"><span class="ccc-sr-only ">(Opens in a new window)</span><svg xmlns="http://www.w3.org/2000/svg" data-icon="external-link" viewBox="0 0 32 40" x="0px" y="0px" aria-hidden="true"><title>External Link Icon</title><path d="M32 0l-8 1 2.438 2.438-9.5 9.5-1.063 1.063 2.125 2.125 1.063-1.063 9.5-9.5 2.438 2.438 1-8zm-30 3c-.483 0-1.047.172-1.438.563-.391.391-.563.954-.563 1.438v25c0 .483.172 1.047.563 1.438.391.391.954.563 1.438.563h25c.483 0 1.047-.172 1.438-.563.391-.391.563-.954.563-1.438v-15h-3v14h-23v-23h15v-3h-16z"></path></svg></span></a>
millbrook.co.uk	4	preference slider	preference slider	[role*="dialog"] input[type="checkbox"]	Analytical CookiesOnOff	<input class="checkbox-toggle-input" type="checkbox">
millbrook.co.uk	5	duplicate	duplicate	[role*="dialog"] [class*="button"]	I Accept	<button id="ccc-recommended-settings" class="ccc-notify-button ccc-link ccc-tabbable ccc-accept-button"><span>I Accept</span></button>
millbrook.co.uk	6	duplicate	duplicate	[role*="dialog"] [class*="button"]	I Do Not Accept	<button id="ccc-reject-settings" class="ccc-notify-button ccc-link ccc-tabbable ccc-reject-button"><span>I Do Not Accept</span></button>
millbrook.co.uk	7	duplicate	duplicate	[role*="dialog"] [class*="accept"]	I Accept	<button id="ccc-recommended-settings" class="ccc-notify-button ccc-link ccc-tabbable ccc-accept-button"><span>I Accept</span></button>
jtechdigital.com	0	opt-in option	opt-in option	.basel-cookies-popup a	ACCEPT	<a href="#" class="cookies-accept-btn">Accept</a>
jtechdigital.com	1	opt-in option	opt-in option	.basel-cookies-popup [class*="button"]	ACCEPT	<div class="cookies-buttons"><a href="#" class="cookies-accept-btn">Accept</a></div>
jtechdigital.com	2	duplicate	duplicate	.basel-cookies-popup [class*="accept"]	ACCEPT	<a href="#" class="cookies-accept-btn">Accept</a>
camaratenerife.com	0	other	other	#ca_banner a	Know more	<a href="/politica-de-cookies">Saber más</a>
camaratenerife.com	1	opt-in option	opt-in option	#ca_banner [class*="accept"]	I agree	<div class="accept" style="">Acepto</div>
gridiron-uniforms.com	0	policy link	policy link	div[id*="cmp"] a	our partners	<a data-v-7265e724="">our partners</a>
gridiron-uniforms.com	1	duplicate	duplicate	div[id*="cmp"] a	our partners	<a data-v-7265e724="">our partners</a>
gridiron-uniforms.com	2	policy link	policy link	div[id*="cmp"] a	privacy policy	<a data-v-7265e724="" target="_blank" href="https://www.gridiron-uniforms.com/GUD/about.shtml">privacy policy</a>
gridiron-uniforms.com	3	more options	more options	div[id*="cmp"] a	Manage Settings	<a data-v-7265e724="" class="cmpButtonLink manageLink"><span data-v-7265e724="">Manage Settings</span></a>
gridiron-uniforms.com	4	opt-in option	opt-in option	div[id*="cmp"] a	Accept All	<a data-v-7265e724="" class="cmpButtonLink acceptLink" style="position: relative;"><span data-v-7265e724="" style="margin-left: -14px;">Accept All</span><svg data-v-7265e724="" clip-rule="evenodd" fill-rule="evenodd" stroke-linejoin="round" stroke-miterlimit="2" viewBox="0 0 500 500" xmlns="http://www.w3.org/2000/svg" class="cmpSVGButtonArrow"><path data-v-7265e724="" d="M479.3 250L246.5 482.7l-67.1-67L345 250 179.4 84.4l67.1-67.1L479.3 250z" class="__cmpIcon"></path></svg></a>
gridiron-uniforms.com	5	opt-in option	opt-in option	div[id*="cmp"] [class*="Button"]	Manage SettingsAccept All	<div data-v-7265e724="" class="cmpButtonContainer"><a data-v-7265e724="" class="cmpButtonLink manageLink"><span data-v-7265e724="">Manage Settings</span></a><a data-v-7265e724="" class="cmpButtonLink acceptLink" style="position: relative;"><span data-v-7265e724="" style="margin-left: -14px;">Accept All</span><svg data-v-7265e724="" clip-rule="evenodd" fill-rule="evenodd" stroke-linejoin="round" stroke-miterlimit="2" viewBox="0 0 500 500" xmlns="http://www.w3.org/2000/svg" class="cmpSVGButtonArrow"><path data-v-7265e724="" d="M479.3 250L246.5 482.7l-67.1-67L345 250 179.4 84.4l67.1-67.1L479.3 250z" class="__cmpIcon"></path></svg></a></div>
gridiron-uniforms.com	6	duplicate	duplicate	div[id*="cmp"] [class*="Button"]	Manage Settings	<a data-v-7265e724="" class="cmpButtonLink manageLink"><span data-v-7265e724="">Manage Settings</span></a>
gridiron-uniforms.com	7	duplicate	duplicate	div[id*="cmp"] [class*="Button"]	Accept All	<a data-v-7265e724="" class="cmpButtonLink acceptLink" style="position: relative;"><span data-v-7265e724="" style="margin-left: -14px;">Accept All</span><svg data-v-7265e724="" clip-rule="evenodd" fill-rule="evenodd" stroke-linejoin="round" stroke-miterlimit="2" viewBox="0 0 500 500" xmlns="http://www.w3.org/2000/svg" class="cmpSVGButtonArrow"><path data-v-7265e724="" d="M479.3 250L246.5 482.7l-67.1-67L345 250 179.4 84.4l67.1-67.1L479.3 250z" class="__cmpIcon"></path></svg></a>
gridiron-uniforms.com	8	opt-in option	opt-in option	div[id*="cmp"] [class*="Button"]	Accept All	<svg data-v-7265e724="" clip-rule="evenodd" fill-rule="evenodd" stroke-linejoin="round" stroke-miterlimit="2" viewBox="0 0 500 500" xmlns="http://www.w3.org/2000/svg" class="cmpSVGButtonArrow"><path data-v-7265e724="" d="M479.3 250L246.5 482.7l-67.1-67L345 250 179.4 84.4l67.1-67.1L479.3 250z" class="__cmpIcon"></path></svg>
gridiron-uniforms.com	9	duplicate	duplicate	div[id*="cmp"] [class*="accept"]	Accept All	<a data-v-7265e724="" class="cmpButtonLink acceptLink" style="position: relative;"><span data-v-7265e724="" style="margin-left: -14px;">Accept All</span><svg data-v-7265e724="" clip-rule="evenodd" fill-rule="evenodd" stroke-linejoin="round" stroke-miterlimit="2" viewBox="0 0 500 500" xmlns="http://www.w3.org/2000/svg" class="cmpSVGButtonArrow"><path data-v-7265e724="" d="M479.3 250L246.5 482.7l-67.1-67L345 250 179.4 84.4l67.1-67.1L479.3 250z" class="__cmpIcon"></path></svg></a>
boerenbond.nl	0	policy link	policy link	#hb-cc-wrap a	Privacy declaration	<a href="/disclaimer-en-privacy" id="hb-cc-ll">Privacy verklaring</a>
boerenbond.nl	1	opt-in option	opt-in option	#hb-cc-wrap a	Agree	<a href="#" id="hb-cc-hide">Akkoord</a>
kabsis.com.tr	0	opt-in option	opt-in option	.cookie-revoke-hidden a	Ok	<a href="#" id="cn-accept-cookie" data-cookie-set="accept" class="cn-set-cookie cn-button bootstrap button" aria-label="Tamam">Tamam</a>
kabsis.com.tr	1	other	other	.cookie-revoke-hidden a	We use cookies to offer you the best experience on our website.If you continue to use this site, we assume you accept it.	<a href="javascript:void(0);" id="cn-close-notice" data-cookie-set="accept" class="cn-close-icon" aria-label="Tamam"></a>
kabsis.com.tr	2	opt-in option	opt-in option	.cookie-revoke-hidden span[class*="button"]	Ok	<span id="cn-notice-buttons" class="cn-buttons-container"><a href="#" id="cn-accept-cookie" data-cookie-set="accept" class="cn-set-cookie cn-button bootstrap button" aria-label="Tamam">Tamam</a></span>
kabsis.com.tr	3	duplicate	duplicate	.cookie-revoke-hidden [class*="close"]	We use cookies to offer you the best experience on our website.If you continue to use this site, we assume you accept it.	<a href="javascript:void(0);" id="cn-close-notice" data-cookie-set="accept" class="cn-close-icon" aria-label="Tamam"></a>
kabsis.com.tr	4	duplicate	duplicate	.cookie-revoke-hidden [class*="button"]	Ok	<span id="cn-notice-buttons" class="cn-buttons-container"><a href="#" id="cn-accept-cookie" data-cookie-set="accept" class="cn-set-cookie cn-button bootstrap button" aria-label="Tamam">Tamam</a></span>
kabsis.com.tr	5	duplicate	duplicate	.cookie-revoke-hidden [class*="button"]	Ok	<a href="#" id="cn-accept-cookie" data-cookie-set="accept" class="cn-set-cookie cn-button bootstrap button" aria-label="Tamam">Tamam</a>
kabsis.com.tr	6	duplicate	duplicate	.cookie-revoke-hidden [id*="accept"]	Ok	<a href="#" id="cn-accept-cookie" data-cookie-set="accept" class="cn-set-cookie cn-button bootstrap button" aria-label="Tamam">Tamam</a>
castlefest.nl	0	opt-out option	opt-out option	#cookie-bar a	refuse	<a rel="nofollow" id="cookie-bar-button-no">refuse</a>
castlefest.nl	1	policy link	policy link	#cookie-bar a	More about our cookie policy	<a rel="nofollow" id="cookie-bar-prompt-button" data-alt="Privacy policy" style="display: none;">More about our cookie policy</a>
castlefest.nl	2	policy link	policy link	#cookie-bar a	More about our cookie policy	<a rel="nofollow" href="/en/privacy-policy" class="cookie-more">More about our cookie policy</a>
castlefest.nl	3	opt-in option	opt-in option	#cookie-bar a	Accept	<a rel="nofollow" class="c-btn" id="cookie-bar-button">Accepteer</a>
longchamp-handbag.us	0	other	opt-out option	#catapult-cookie-bar button 	No problem	<button id="catapultCookie" tabindex="1" onclick="catapultAcceptCookies();">No problem</button>
longchamp-handbag.us	1	policy link	policy link	#catapult-cookie-bar a	More information	<a tabindex="1" href="https://longchamp-handbag.us/cookie-policy">More information</a>
modxcloud.com	0	policy link	policy link	.cc-banner a	Learn more	<a aria-label="learn more about cookies" role="button" tabindex="0" class="cc-link" href="https://modx.com/policy/cookies" rel="noopener noreferrer nofollow" target="_blank">Learn more</a>
modxcloud.com	1	opt-out option	opt-out option	.cc-banner a	Decline	<a aria-label="deny cookies" role="button" tabindex="0" class="cc-btn cc-deny">Decline</a>
modxcloud.com	2	opt-in option	opt-in option	.cc-banner a	Allow cookies	<a aria-label="allow cookies" role="button" tabindex="0" class="cc-btn cc-allow">Allow cookies</a>
modxcloud.com	3	duplicate	duplicate	.cc-banner [role='button']	Learn more	<a aria-label="learn more about cookies" role="button" tabindex="0" class="cc-link" href="https://modx.com/policy/cookies" rel="noopener noreferrer nofollow" target="_blank">Learn more</a>
modxcloud.com	4	duplicate	duplicate	.cc-banner [role='button']	Decline	<a aria-label="deny cookies" role="button" tabindex="0" class="cc-btn cc-deny">Decline</a>
modxcloud.com	5	duplicate	duplicate	.cc-banner [role='button']	Allow cookies	<a aria-label="allow cookies" role="button" tabindex="0" class="cc-btn cc-allow">Allow cookies</a>
digmo.com	0	policy link	policy link	.BorlabsCookie a	Data protection	<a class="_brlbs-cursor" href="https://www.digmo.com/kontakt">Datenschutzerklärung</a>
digmo.com	1	other	other	.BorlabsCookie a	ideas	<a class="_brlbs-cursor" href="#" data-cookie-individual="">Einstellungen</a>
digmo.com	2	opt-in option	opt-in option	.BorlabsCookie a	Accept all	<a href="#" tabindex="0" role="button" class="_brlbs-btn _brlbs-btn-accept-all _brlbs-cursor" data-cookie-accept-all="">Alle akzeptieren                                        </a>
digmo.com	3	preference slider	preference slider	.BorlabsCookie a	Save on computer	<a href="#" tabindex="0" role="button" id="CookieBoxSaveButton" class="_brlbs-btn _brlbs-cursor" data-cookie-accept="">Speichern                                        </a>
digmo.com	4	more options	more options	.BorlabsCookie a	Individual privacy settings	<a href="#" tabindex="0" role="button" class="_brlbs-cursor _brlbs-btn " data-cookie-individual="">Individuelle Datenschutzeinstellungen                                    </a>
digmo.com	5	policy link	policy link	.BorlabsCookie a	Cookie-Details	<a href="#" tabindex="0" role="button" class="_brlbs-cursor" data-cookie-individual="">Cookie-Details                                    </a>
digmo.com	6	policy link	policy link	.BorlabsCookie a	Data protection	<a tabindex="0" href="https://www.digmo.com/kontakt">Datenschutzerklärung                                        </a>
digmo.com	7	other	other	.BorlabsCookie a	Impressum	<a tabindex="0" href="https://www.digmo.com/kontakt">Impressum                                        </a>
digmo.com	8	duplicate	duplicate	.BorlabsCookie a	Data protection	<a class="_brlbs-cursor" href="https://www.digmo.com/kontakt">Datenschutzerklärung</a>
digmo.com	9	duplicate	duplicate	.BorlabsCookie a	ideas	<a class="_brlbs-cursor" href="#" data-cookie-individual="">Einstellungen</a>
digmo.com	10	opt-in option	opt-in option	.BorlabsCookie a	Accept all	<a href="#" class="_brlbs-btn _brlbs-btn-accept-all _brlbs-cursor" tabindex="0" role="button" data-cookie-accept-all="">Alle akzeptieren                                        </a>
digmo.com	11	preference slider	preference slider	.BorlabsCookie a	Save on computer	<a href="#" id="CookiePrefSave" tabindex="0" role="button" class="_brlbs-btn _brlbs-cursor" data-cookie-accept="">Speichern                                    </a>
digmo.com	12	other	other	.BorlabsCookie a	Back	<a href="#" class="_brlbs-cursor" tabindex="0" role="button" data-cookie-back="">Zurück                                    </a>
digmo.com	13	close option	close option	.BorlabsCookie a	Show cookie informationHide cookie information	<a href="#" class="_brlbs-cursor d-block" tabindex="0" role="button" data-cookie-accordion-target="essential"><span data-cookie-accordion-status="show">Cookie-Informationen anzeigen                                                    </span><span data-cookie-accordion-status="hide" class="borlabs-hide">Cookie-Informationen ausblenden                                                    </span></a>
digmo.com	14	close option	close option	.BorlabsCookie a	Show cookie informationHide cookie information	<a href="#" class="_brlbs-cursor d-block" tabindex="0" role="button" data-cookie-accordion-target="statistics"><span data-cookie-accordion-status="show">Cookie-Informationen anzeigen                                                    </span><span data-cookie-accordion-status="hide" class="borlabs-hide">Cookie-Informationen ausblenden                                                    </span></a>
digmo.com	15	close option	close option	.BorlabsCookie a	Show cookie informationHide cookie information	<a href="#" class="_brlbs-cursor d-block" tabindex="0" role="button" data-cookie-accordion-target="marketing"><span data-cookie-accordion-status="show">Cookie-Informationen anzeigen                                                    </span><span data-cookie-accordion-status="hide" class="borlabs-hide">Cookie-Informationen ausblenden                                                    </span></a>
digmo.com	16	close option	close option	.BorlabsCookie a	Show cookie informationHide cookie information	<a href="#" class="_brlbs-cursor d-block" tabindex="0" role="button" data-cookie-accordion-target="external-media"><span data-cookie-accordion-status="show">Cookie-Informationen anzeigen                                                    </span><span data-cookie-accordion-status="hide" class="borlabs-hide">Cookie-Informationen ausblenden                                                    </span></a>
digmo.com	17	policy link	policy link	.BorlabsCookie a	Data protection	<a href="https://www.digmo.com/kontakt">Datenschutzerklärung                            </a>
digmo.com	18	other	other	.BorlabsCookie a	Impressum                            	<a href="https://www.digmo.com/kontakt">Impressum                            </a>
digmo.com	19	duplicate	duplicate	.BorlabsCookie [role='button']	Accept all	<a href="#" tabindex="0" role="button" class="_brlbs-btn _brlbs-btn-accept-all _brlbs-cursor" data-cookie-accept-all="">Alle akzeptieren                                        </a>
digmo.com	20	duplicate	duplicate	.BorlabsCookie [role='button']	Save on computer	<a href="#" tabindex="0" role="button" id="CookieBoxSaveButton" class="_brlbs-btn _brlbs-cursor" data-cookie-accept="">Speichern                                        </a>
digmo.com	21	duplicate	duplicate	.BorlabsCookie [role='button']	Individual privacy settings	<a href="#" tabindex="0" role="button" class="_brlbs-cursor _brlbs-btn " data-cookie-individual="">Individuelle Datenschutzeinstellungen                                    </a>
digmo.com	22	duplicate	duplicate	.BorlabsCookie [role='button']	Cookie-Details	<a href="#" tabindex="0" role="button" class="_brlbs-cursor" data-cookie-individual="">Cookie-Details                                    </a>
digmo.com	23	duplicate	duplicate	.BorlabsCookie [role='button']	Accept all	<a href="#" class="_brlbs-btn _brlbs-btn-accept-all _brlbs-cursor" tabindex="0" role="button" data-cookie-accept-all="">Alle akzeptieren                                        </a>
digmo.com	24	duplicate	duplicate	.BorlabsCookie [role='button']	Save on computer	<a href="#" id="CookiePrefSave" tabindex="0" role="button" class="_brlbs-btn _brlbs-cursor" data-cookie-accept="">Speichern                                    </a>
digmo.com	25	duplicate	duplicate	.BorlabsCookie [role='button']	Back	<a href="#" class="_brlbs-cursor" tabindex="0" role="button" data-cookie-back="">Zurück                                    </a>
digmo.com	26	duplicate	duplicate	.BorlabsCookie [role='button']	Show cookie informationHide cookie information	<a href="#" class="_brlbs-cursor d-block" tabindex="0" role="button" data-cookie-accordion-target="essential"><span data-cookie-accordion-status="show">Cookie-Informationen anzeigen                                                    </span><span data-cookie-accordion-status="hide" class="borlabs-hide">Cookie-Informationen ausblenden                                                    </span></a>
digmo.com	27	duplicate	duplicate	.BorlabsCookie [role='button']	Show cookie informationHide cookie information	<a href="#" class="_brlbs-cursor d-block" tabindex="0" role="button" data-cookie-accordion-target="statistics"><span data-cookie-accordion-status="show">Cookie-Informationen anzeigen                                                    </span><span data-cookie-accordion-status="hide" class="borlabs-hide">Cookie-Informationen ausblenden                                                    </span></a>
digmo.com	28	duplicate	duplicate	.BorlabsCookie [role='button']	Show cookie informationHide cookie information	<a href="#" class="_brlbs-cursor d-block" tabindex="0" role="button" data-cookie-accordion-target="marketing"><span data-cookie-accordion-status="show">Cookie-Informationen anzeigen                                                    </span><span data-cookie-accordion-status="hide" class="borlabs-hide">Cookie-Informationen ausblenden                                                    </span></a>
digmo.com	29	duplicate	duplicate	.BorlabsCookie [role='button']	Show cookie informationHide cookie information	<a href="#" class="_brlbs-cursor d-block" tabindex="0" role="button" data-cookie-accordion-target="external-media"><span data-cookie-accordion-status="show">Cookie-Informationen anzeigen                                                    </span><span data-cookie-accordion-status="hide" class="borlabs-hide">Cookie-Informationen ausblenden                                                    </span></a>
digmo.com	30	preference slider	preference slider	.BorlabsCookie input[type="checkbox"]	Essential	<input id="checkbox-essential" tabindex="0" type="checkbox" name="cookieGroup[]" value="essential" checked="" disabled="" data-borlabs-cookie-checkbox="">
digmo.com	31	preference slider	preference slider	.BorlabsCookie input[type="checkbox"]	statistics	<input id="checkbox-statistics" tabindex="0" type="checkbox" name="cookieGroup[]" value="statistics" checked="" data-borlabs-cookie-checkbox="">
digmo.com	32	preference slider	preference slider	.BorlabsCookie input[type="checkbox"]	Marketing	<input id="checkbox-marketing" tabindex="0" type="checkbox" name="cookieGroup[]" value="marketing" checked="" data-borlabs-cookie-checkbox="">
digmo.com	33	preference slider	preference slider	.BorlabsCookie input[type="checkbox"]	External media	<input id="checkbox-external-media" tabindex="0" type="checkbox" name="cookieGroup[]" value="external-media" checked="" data-borlabs-cookie-checkbox="">
digmo.com	34	preference slider	preference slider	.BorlabsCookie input[type="checkbox"]		<input tabindex="0" id="borlabs-cookie-group-statistics" type="checkbox" name="cookieGroup[]" value="statistics" checked="" data-borlabs-cookie-switch="">
digmo.com	35	preference slider	preference slider	.BorlabsCookie input[type="checkbox"]		<input tabindex="0" id="borlabs-cookie-group-marketing" type="checkbox" name="cookieGroup[]" value="marketing" checked="" data-borlabs-cookie-switch="">
digmo.com	36	preference slider	preference slider	.BorlabsCookie input[type="checkbox"]		<input tabindex="0" id="borlabs-cookie-group-external-media" type="checkbox" name="cookieGroup[]" value="external-media" checked="" data-borlabs-cookie-switch="">
digmo.com	37	other	other	.BorlabsCookie span[class*="btn"]		<span class="_brlbs-btn-switch-status" data-active="An" data-inactive="Aus"></span>
digmo.com	38	duplicate	duplicate	.BorlabsCookie span[class*="btn"]		<span class="_brlbs-btn-switch-status" data-active="An" data-inactive="Aus"></span>
digmo.com	39	duplicate	duplicate	.BorlabsCookie span[class*="btn"]		<span class="_brlbs-btn-switch-status" data-active="An" data-inactive="Aus"></span>
digmo.com	40	duplicate	duplicate	.BorlabsCookie span[class*="btn"]		<span class="_brlbs-btn-switch-status" data-active="An" data-inactive="Aus"></span>
digmo.com	41	duplicate	duplicate	.BorlabsCookie span[class*="btn"]		<span class="_brlbs-btn-switch-status" data-active="An" data-inactive="Aus"></span>
digmo.com	42	duplicate	duplicate	.BorlabsCookie span[class*="btn"]		<span class="_brlbs-btn-switch-status" data-active="An" data-inactive="Aus"></span>
